	Sum	Mean	Max	Min	Sd	Var	Nobs	CV	se	L95se	U95se
Jan-58	664200	21425.80645	29100	18200	3693.775642	13643978.49	31	0.172398442	663.4216898	20125.49994	22726.11296
Feb-58	858400	30657.14286	57200	19700	9395.011622	88266243.39	28	0.306454247	1775.490308	27177.18185	34137.10386
Mar-58	1521300	49074.19355	97500	30000	18472.3391	341227311.8	31	0.37641656	3317.730043	42571.44266	55576.94443
Apr-58	1251600	41720	67800	27600	11768.99492	138509241.4	30	0.282094797	2148.714665	37508.51926	45931.48074
May-58	662000	21354.83871	28900	17400	2872.842809	8253225.806	31	0.134528893	515.9778004	20343.52222	22366.1552
Jun-58	502100	16736.66667	22800	12400	3709.120477	13757574.71	30	0.22161644	677.1896512	15409.37495	18063.95838
Jul-58	671600	21664.51613	29200	12900	5273.61662	27811032.26	31	0.243421851	947.1695059	19808.0639	23520.96836
Aug-58	543900	17545.16129	23300	14000	2070.078696	4285225.806	31	0.117985732	371.7971094	16816.43896	18273.88362
Sep-58	357860	11928.66667	13700	9620	1194.604922	1427080.92	30	0.100145721	218.104021	11501.18279	12356.15055
Oct-58	320010	10322.90323	15200	7920	2025.960173	4104514.624	31	0.196258759	363.8731888	9609.711776	11036.09468
Nov-58	275000	9166.666667	11600	7950	999.6459143	999291.954	30	0.109052282	182.5095389	8808.94797	9524.385363
Dec-58	374060	12066.45161	16000	9760	1447.649931	2095690.323	31	0.119973127	260.0056031	11556.84063	12576.06259
Jan-59	564100	18196.77419	25000	12800	3254.994508	10594989.25	31	0.178877557	584.6142717	17050.93022	19342.61817
Feb-59	1045900	37353.57143	51800	21000	10775.94998	116121097.9	28	0.288485132	2036.463127	33362.1037	41345.03916
Mar-59	1349800	43541.93548	60700	21200	11333.3365	128444516.1	31	0.260285547	2035.527324	39552.30193	47531.56904
Apr-59	896500	29883.33333	49900	17300	9564.73708	91484195.4	30	0.320069283	1746.274085	26460.63613	33306.03054
May-59	601900	19416.12903	33300	11900	7000.052227	49000731.18	31	0.360527694	1257.246494	16951.9259	21880.33216
Jun-59	1031500	34383.33333	76700	15600	19188.77336	368209023	30	0.558083568	3503.374673	27516.71897	41249.94769
Jul-59	513600	16567.74194	19600	12800	1908.470085	3642258.065	31	0.115191925	342.771346	15895.9101	17239.57377
Aug-59	399700	12893.54839	16300	10800	1427.336794	2037290.323	31	0.110701628	256.3572559	12391.08817	13396.00861
Sep-59	396790	13226.33333	19000	9450	2852.907148	8139079.195	30	0.215699021	520.8671998	12205.43362	14247.23304
Oct-59	490790	15831.93548	26700	8810	4931.069809	24315449.46	31	0.311463486	885.6462824	14096.06877	17567.8022
Nov-59	520650	17355	32500	9750	5409.607513	29263853.45	30	0.311703112	987.6546874	15419.19681	19290.80319
Dec-59	531400	17141.93548	20300	13500	2317.005854	5368516.129	31	0.135165942	416.1465363	16326.28827	17957.58269
Jan-60	821000	26483.87097	34500	17800	4918.678466	24193397.85	31	0.185723547	883.4207314	24752.36633	28215.3756
Feb-60	1386600	47813.7931	54800	32800	5261.906508	27687660.1	29	0.11004997	977.1115085	45898.65455	49728.93166
Mar-60	1206400	38916.12903	46100	30800	4070.880067	16572064.52	31	0.1046065	731.1516439	37483.07181	40349.18625
Apr-60	1998700	66623.33333	158000	30100	39148.19486	1532581161	30	0.587604866	7147.449804	52614.33172	80632.33495
May-60	643100	20745.16129	27800	13800	4355.137863	18967225.81	31	0.209935117	782.2058513	19212.03782	22278.28476
Jun-60	424500	14150	19000	12200	1899.500842	3608103.448	30	0.134240342	346.7998197	13470.27235	14829.72765
Jul-60	424200	13683.87097	17300	12100	1453.753022	2113397.849	31	0.106238434	261.1017506	13172.11154	14195.6304
Aug-60	450100	14519.35484	17600	10600	1754.312658	3077612.903	31	0.1208258	315.0838549	13901.79048	15136.91919
Sep-60	399820	13327.33333	20300	9540	2819.779807	7951158.161	30	0.211578696	514.8190025	12318.28809	14336.37858
Oct-60	440960	14224.51613	20100	9930	3517.940533	12375905.59	31	0.247315304	631.8407719	12986.10822	15462.92404
Nov-60	324180	10806	13000	9620	944.3720775	891838.6207	30	0.087393307	172.4179632	10468.06079	11143.93921
Dec-60	377300	12170.96774	13600	10100	950.8569988	904129.0323	31	0.078125012	170.7789585	11836.24098	12505.6945
Jan-61	411300	13267.74194	17000	11500	1393.409989	1941591.398	31	0.105022392	250.2638219	12777.22484	13758.25903
Feb-61	849100	30325	108000	12100	28989.94238	840416759.3	28	0.955975017	5478.584147	19586.97507	41063.02493
Mar-61	1578000	50903.22581	141000	20200	36923.23102	1363324989	31	0.725361319	6631.60806	37905.27401	63901.1776
Apr-61	1617600	53920	76200	33000	13393.2407	179378896.6	30	0.248390963	2445.260017	49127.29037	58712.70963
May-61	904100	29164.51613	39900	15800	7035.081065	49492365.59	31	0.241220565	1263.537859	26687.98192	31641.05033
Jun-61	582500	19416.66667	29900	12200	5619.429553	31577988.51	30	0.289412681	1025.962776	17405.77963	21427.55371
Jul-61	623300	20106.45161	29700	14200	3877.278726	15033290.32	31	0.192837543	696.3798167	18741.54717	21471.35605
Aug-61	497900	16061.29032	26900	12100	4162.185117	17323784.95	31	0.259143882	747.550515	14596.09131	17526.48933
Sep-61	467800	15593.33333	26200	10200	3863.528255	14926850.57	30	0.247767951	705.3805255	14210.7875	16975.87916
Oct-61	274670	8860.322581	10600	7430	844.0714183	712456.5591	31	0.095264186	151.599702	8563.187165	9157.457997
Nov-61	279840	9328	10300	8410	606.8539562	368271.7241	30	0.065057242	110.795867	9110.840101	9545.159899
Dec-61	918000	29612.90323	67000	10000	19154.42059	366891828	31	0.646826839	3440.235494	22870.04166	36355.76479
Jan-62	993800	32058.06452	46700	20700	7371.782878	54343182.8	31	0.229950965	1324.01129	29463.00239	34653.12664
Feb-62	853300	30475	60600	16900	12792.63749	163651574.1	28	0.419774815	2417.581245	25736.54076	35213.45924
Mar-62	1344500	43370.96774	60600	32200	9008.151625	81146795.7	31	0.207700037	1617.911793	40199.86063	46542.07486
Apr-62	1568700	52290	77000	30900	13696.22022	187586448.3	30	0.261928098	2500.576255	47388.87054	57191.12946
May-62	568700	18345.16129	34100	10300	6746.151432	45510559.14	31	0.367734648	1211.644565	15970.33794	20719.98464
Jun-62	441300	14710	19800	10300	2300.427247	5291965.517	30	0.156385265	419.9986316	13886.80268	15533.19732
Jul-62	389590	12567.41935	17200	9720	2182.597791	4763733.118	31	0.17367112	392.0061355	11799.08733	13335.75138
Aug-62	314870	10157.09677	12000	9370	575.4835274	331181.2903	31	0.05665827	103.3598928	9954.511384	10359.68216
Sep-62	282950	9431.666667	10100	8870	358.1473722	128269.5402	30	0.037972862	65.38846489	9303.505275	9559.828058
Oct-62	277930	8965.483871	11400	6280	1291.907733	1669025.591	31	0.144097937	232.0334786	8510.698253	9420.269489
Nov-62	294480	9816	19500	6560	3446.827227	11880617.93	30	0.351143768	629.3016746	8582.568718	11049.43128
Dec-62	390300	12590.32258	22400	10100	3137.977569	9846903.226	31	0.249237265	563.5974091	11485.67166	13694.9735
Jan-63	873500	28177.41935	67100	11000	17933.18543	321599139.8	31	0.636438178	3220.895186	21864.46479	34490.37392
Feb-63	881700	31489.28571	50300	20800	8988.442756	80792103.17	28	0.285444479	1698.656015	28159.91993	34818.6515
Mar-63	743700	23990.32258	30300	20800	2709.041016	7338903.226	31	0.112922242	486.5581299	23036.66865	24943.97652
Apr-63	645800	21526.66667	34100	10200	9405.718486	88467540.23	30	0.436933346	1717.241395	18160.87353	24892.4598
May-63	637400	20561.29032	40100	10300	9461.700954	89523784.95	31	0.460170583	1699.371658	17230.52187	23892.05877
Jun-63	525500	17516.66667	33800	9400	7739.646403	59902126.44	30	0.441844704	1413.059641	14747.06977	20286.26356
Jul-63	559900	18061.29032	30200	10300	5542.422901	30718451.61	31	0.306867494	995.4485391	16110.21119	20012.36946
Aug-63	387210	12490.64516	20200	8310	3982.224617	15858112.9	31	0.318816568	715.2286551	11088.797	13892.49333
Sep-63	264560	8818.666667	9880	8140	480.0124519	230411.954	30	0.054431409	87.6378826	8646.896417	8990.436917
Oct-63	289360	9334.193548	10800	7450	904.2557684	817678.4946	31	0.096875618	162.4091304	9015.871653	9652.515444
Nov-63	266570	8885.666667	9130	8710	80.97182709	6556.436782	30	0.009112634	14.78336541	8856.69127	8914.642063
Dec-63	525200	16941.93548	34600	8970	8665.297617	75087382.8	31	0.511470347	1556.333396	13891.52203	19992.34894
Jan-64	1532800	49445.16129	74000	17900	18507.50908	342527892.5	31	0.374303746	3324.046759	42930.02964	55960.29294
Feb-64	1426800	49200	86600	37100	12464.7503	155370000	29	0.253348583	2314.646022	44663.2938	53736.7062
Mar-64	2023800	65283.87097	105000	49100	14081.95291	198301397.8	31	0.2157034	2529.193406	60326.65189	70241.09004
Apr-64	1991900	66396.66667	142000	32500	32373.0889	1048016885	30	0.487570996	5910.490349	54812.10558	77981.22775
May-64	1523000	49129.03226	92600	21100	23622.64723	558029462.4	31	0.48082867	4242.752691	40813.23698	57444.82753
Jun-64	497700	16590	23200	12200	3331.081423	11096103.45	30	0.200788513	608.1694788	15397.98782	17782.01218
Jul-64	772800	24929.03226	36900	14000	7802.91371	60885462.37	31	0.313005079	1401.444674	22182.2007	27675.86382
Aug-64	881300	28429.03226	38400	17600	6007.22862	36086795.7	31	0.211306124	1078.930111	26314.32924	30543.73528
Sep-64	531700	17723.33333	24900	12800	3081.388327	9494954.023	30	0.173860541	562.5819651	16620.67268	18825.99398
Oct-64	1196100	38583.87097	69200	13300	15154.07749	229646064.5	31	0.392756795	2721.752664	33249.23575	43918.50619
Nov-64	635400	21180	27200	17900	2435.144972	5929931.034	30	0.114973795	444.5946106	20308.59456	22051.40544
Dec-64	1199600	38696.77419	97100	21900	20660.80805	426868989.2	31	0.533915513	3710.79067	31423.62448	45969.92391
Jan-65	1229700	39667.74194	77000	22700	14784.39238	218578258.1	31	0.372705671	2655.355259	34463.24563	44872.23824
Feb-65	1420500	50732.14286	76000	32200	13747.513	188994113.8	28	0.270982305	2598.035754	45639.99278	55824.29293
Mar-65	1554000	50129.03226	64300	38600	7934.78391	62960795.7	31	0.158287195	1425.129261	47335.77891	52922.28561
Apr-65	1218500	40616.66667	59600	27400	10088.06339	101769023	30	0.248372509	1841.81996	37006.69954	44226.63379
May-65	561500	18112.90323	31500	11900	4683.28531	21933161.29	31	0.258560721	841.1428725	16464.2632	19761.54326
Jun-65	788100	26270	44800	12800	10996.27366	120918034.5	30	0.41858674	2007.635711	22335.03401	30204.96599
Jul-65	653700	21087.09677	30600	13900	4320.55104	18667161.29	31	0.204890748	775.9938745	19566.14878	22608.04477
Aug-65	455300	14687.09677	18600	12200	1952.731751	3813161.29	31	0.132955599	350.7209759	13999.68366	15374.50989
Sep-65	402200	13406.66667	20400	12200	1558.720371	2429609.195	30	0.116264573	284.5821027	12848.88575	13964.44759
Oct-65	544100	17551.6129	33700	11700	6555.296635	42971913.98	31	0.373486851	1177.366032	15243.97548	19859.25033
Nov-65	402500	13416.66667	16600	11900	1481.863536	2195919.54	30	0.110449456	270.5500287	12886.38861	13946.94472
Dec-65	505000	16290.32258	25000	11400	4010.183274	16081569.89	31	0.246169666	720.2501781	14878.63223	17702.01293
Jan-66	1021900	32964.51613	50400	12400	11971.31428	143312365.6	31	0.363157591	2150.111517	28750.29756	37178.7347
Feb-66	1548000	55285.71429	124000	15900	35643.54094	1270462011	28	0.644715211	6735.996083	42083.16196	68488.26661
Mar-66	2220500	71629.03226	150000	27200	36355.88163	1321750129	31	0.507557906	6529.7091	58830.80242	84427.26209
Apr-66	753500	25116.66667	39300	15800	6078.003491	36942126.44	30	0.241990849	1109.686539	22941.68105	27291.65228
May-66	867900	27996.77419	43000	15200	9757.611862	95210989.25	31	0.348526291	1752.518826	24561.8373	31431.71109
Jun-66	660300	22010	38100	12300	6449.076384	41590586.21	30	0.293006651	1177.43487	19702.22765	24317.77235
Jul-66	422700	13635.48387	17200	11600	1317.965196	1737032.258	31	0.096657017	236.7135371	13171.52534	14099.4424
Aug-66	522100	16841.93548	25900	13100	3123.222075	9754516.129	31	0.18544318	560.9472441	15742.47889	17941.39208
Sep-66	371800	12393.33333	15200	11700	727.7425337	529609.1954	30	0.058720484	132.8670006	12132.91401	12653.75265
Oct-66	412900	13319.35484	25600	11700	3446.681433	11879612.9	31	0.258772401	619.0422598	12106.03201	14532.67767
Nov-66	614200	20473.33333	31900	13500	4891.014515	23922022.99	30	0.238896834	892.972993	18723.10627	22223.5604
Dec-66	558100	18003.22581	30400	13000	4219.358867	17802989.25	31	0.234366825	757.8192236	16517.90013	19488.55148
Jan-67	1451000	46806.45161	88300	23800	17649.81464	311515957	31	0.377080809	3170.00029	40593.25104	53019.65218
Feb-67	1007200	35971.42857	47400	24500	7656.895084	58628042.33	28	0.212860467	1447.017158	33135.27494	38807.5822
Mar-67	755500	24370.96774	31800	15700	4919.430424	24200795.7	31	0.201856179	883.5557871	22639.1984	26102.73708
Apr-67	440400	14680	18900	12500	1831.600017	3354758.621	30	0.124768393	334.4028818	14024.57035	15335.42965
May-67	422900	13641.93548	15600	12500	648.985975	421182.7957	31	0.047572866	116.561322	13413.47529	13870.39568
Jun-67	479300	15976.66667	24300	12700	3209.542167	10301160.92	30	0.200889349	585.979548	14828.14675	17125.18658
Jul-67	659000	21258.06452	30400	14000	4947.37467	24476516.13	31	0.232729309	888.5747219	19516.45806	22999.67097
Aug-67	511600	16503.22581	29200	12000	5258.230619	27648989.25	31	0.318618353	944.4060985	14652.18985	18354.26176
Sep-67	573300	19110	29600	12200	5340.628272	28522310.34	30	0.279467727	975.0608587	17198.88072	21021.11928
Oct-67	393800	12703.22581	15000	12000	732.7955017	536989.2473	31	0.057685781	131.6139574	12445.26245	12961.18916
Nov-67	503400	16780	24700	12200	3882.089732	15070620.69	30	0.231352189	708.7693722	15390.81203	18169.18797
Dec-67	891600	28761.29032	37200	19800	4717.88635	22258451.61	31	0.164035977	847.3574028	27100.46981	30422.11083
Jan-68	939600	30309.67742	36100	21300	4688.806162	21984903.23	31	0.15469667	842.1344469	28659.0939	31960.26094
Feb-68	515200	17765.51724	24300	14500	2600.037893	6760197.044	29	0.146353065	482.8149158	16819.20001	18711.83448
Mar-68	928600	29954.83871	71300	15100	16171.51485	261517892.5	31	0.539863192	2904.489808	24262.03869	35647.63873
Apr-68	584200	19473.33333	29100	14100	4362.135932	19028229.89	30	0.224005611	796.4134162	17912.36304	21034.30363
May-68	424500	13693.54839	17300	12100	1463.770356	2142623.656	31	0.106894891	262.9009169	13178.26259	14208.83418
Jun-68	370600	12353.33333	18400	10700	1632.584863	2665333.333	30	0.132157436	298.0678521	11769.12034	12937.54632
Jul-68	348400	11238.70968	11800	10300	458.7500549	210451.6129	31	0.040818748	82.39394217	11077.21755	11400.2018
Aug-68	334000	10774.19355	11200	9700	309.8039616	95978.49462	31	0.02875426	55.64243409	10665.13438	10883.25272
Sep-68	273820	9127.333333	10900	8340	556.1625496	309316.7816	30	0.060933739	101.5409247	8928.313121	9326.353546
Oct-68	240890	7770.645161	8600	6430	666.4429732	444146.2366	31	0.085764175	119.6966915	7536.039646	8005.250677
Nov-68	272480	9082.666667	14000	7180	2273.939212	5170799.54	30	0.250360307	415.1626003	8268.94797	9896.385363
Dec-68	403400	13012.90323	19500	11700	1604.523176	2574494.624	31	0.123302475	288.1808697	12448.06872	13577.73773
Jan-69	487300	15719.35484	28900	11000	5177.928759	26810946.24	31	0.3293983	929.9834587	13896.58726	17542.12242
Feb-69	539200	19257.14286	25700	12900	4784.49878	22891428.57	28	0.248453201	904.1852799	17484.93971	21029.34601
Mar-69	750000	24193.54839	50000	15200	10055.77564	101118623.7	31	0.415638726	1806.07062	20653.64997	27733.4468
Apr-69	913000	30433.33333	73200	18000	15733.47701	247542298.9	30	0.51698172	2872.526756	24803.18089	36063.48577
May-69	668100	21551.6129	42000	11700	9386.368519	88103913.98	31	0.435529747	1685.841553	18247.36346	24855.86235
Jun-69	423400	14113.33333	20100	11000	2096.258298	4394298.851	30	0.148530347	382.722652	13363.19694	14863.46973
Jul-69	355090	11454.51613	14500	9990	1167.70384	1363532.258	31	0.10194266	209.7258009	11043.45356	11865.5787
Aug-69	410900	13254.83871	20100	11200	2505.439244	6277225.806	31	0.189020727	449.9901722	12372.85797	14136.81945
Sep-69	440200	14673.33333	34500	11200	6090.010664	37088229.89	30	0.415039346	1111.878739	12494.05101	16852.61566
Oct-69	396300	12783.87097	20500	11100	2586.902495	6692064.516	31	0.202356743	464.6214038	11873.21302	13694.52892
Nov-69	325500	10850	11400	10400	247.400276	61206.89655	30	0.022801869	45.16890396	10761.46895	10938.53105
Dec-69	405000	13064.51613	18300	10300	2219.091163	4924365.591	31	0.169856361	398.5605386	12283.33747	13845.69478
Jan-70	557700	17990.32258	22100	13700	2555.041401	6528236.559	31	0.142023101	458.8989825	17090.88058	18889.76459
Feb-70	650100	23217.85714	32300	16700	3714.341931	13796335.98	28	0.15997781	701.9446452	21842.04564	24593.66865
Mar-70	1184000	38193.54839	99000	19500	24282.09128	589619957	31	0.635764214	4361.192338	29645.6114	46741.48537
Apr-70	1161700	38723.33333	92000	17800	24285.72283	589796333.3	30	0.627159925	4433.946073	30032.79903	47413.86764
May-70	417300	13461.29032	19900	11400	2448.493063	5995118.28	31	0.181891409	439.7623361	12599.35614	14323.2245
Jun-70	526500	17550	31500	11900	6311.224265	39831551.72	30	0.359613918	1152.266632	15291.5574	19808.4426
Jul-70	407200	13135.48387	19500	11100	2100.087044	4410365.591	31	0.159878925	377.1867678	12396.19781	13874.76994
Aug-70	546600	17632.25806	27200	13200	3606.049278	13003591.4	31	0.204514321	647.6655698	16362.83355	18901.68258
Sep-70	399400	13313.33333	20800	10900	2663.512502	7094298.851	30	0.200063533	486.2886266	12360.20763	14266.45904
Oct-70	322460	10401.93548	12200	9960	484.3237165	234569.4624	31	0.046560923	86.98710738	10231.44075	10572.43021
Nov-70	462100	15403.33333	19600	12700	1840.44285	3387229.885	30	0.119483414	336.017355	14744.73932	16061.92735
Dec-70	464590	14986.77419	26800	9750	5505.600414	30311635.91	31	0.36736394	988.8350251	13048.65754	16924.89084
Jan-71	934600	30148.3871	49600	19400	8995.327341	80915913.98	31	0.298368444	1615.608484	26981.79447	33314.97973
Feb-71	1016200	36292.85714	52700	20800	9629.004355	92717724.87	28	0.265314035	1819.710778	32726.22402	39859.49027
Mar-71	2093800	67541.93548	134000	29500	31026.96434	962672516.1	31	0.459373338	5572.607301	56619.62517	78464.24579
Apr-71	1120600	37353.33333	73800	17300	16793.58936	282024643.7	30	0.449587436	3066.075905	31343.82456	43362.84211
May-71	990700	31958.06452	44600	17200	8084.090309	65352516.13	31	0.252959321	1451.945482	29112.25137	34803.87766
Jun-71	518300	17276.66667	21500	13100	2243.255537	5032195.402	30	0.129843076	409.5605532	16473.92798	18079.40535
Jul-71	670700	21635.48387	28400	14000	4025.961449	16208365.59	31	0.186081415	723.0840221	20218.23919	23052.72855
Aug-71	848400	27367.74194	44900	15800	8090.17458	65450924.73	31	0.295609868	1453.038249	24519.78697	30215.6969
Sep-71	452900	15096.66667	25000	11100	3874.361646	15010678.16	30	0.256636894	707.3584231	13710.24416	16483.08918
Oct-71	430400	13883.87097	15500	12600	772.052146	596064.5161	31	0.055607845	138.6646589	13612.08824	14155.6537
Nov-71	380100	12670	16900	12300	815.0100486	664241.3793	30	0.064325971	148.7997961	12378.3524	12961.6476
Dec-71	977100	31519.35484	48400	15100	8504.838598	72332279.57	31	0.269829083	1527.514105	28525.42719	34513.28248
Jan-72	1410600	45503.22581	105000	20900	24084.51071	580063655.9	31	0.52929238	4325.705819	37024.8424	53981.60921
Feb-72	1318700	45472.41379	59400	29300	9922.481564	98455640.39	29	0.218208816	1842.55857	41860.999	49083.82859
Mar-72	1093000	35258.06452	49500	21600	7416.323177	55001849.46	31	0.210344024	1332.010964	32647.32303	37868.80601
Apr-72	672500	22416.66667	34700	13200	6876.701461	47289022.99	30	0.306767351	1255.508171	19955.87065	24877.46268
May-72	517600	16696.77419	28000	12700	4279.757304	18316322.58	31	0.256322404	768.6671032	15190.18667	18203.36172
Jun-72	561200	18706.66667	36500	13400	7162.013459	51294436.78	30	0.382858881	1307.598776	16143.77307	21269.56027
Jul-72	596300	19235.48387	40200	13500	7251.140066	52579032.26	31	0.376966866	1302.343202	16682.8912	21788.07655
Aug-72	450000	14516.12903	20700	13000	1980.925167	3924064.516	31	0.136463734	355.7846629	13818.79109	15213.46697
Sep-72	344300	11476.66667	13000	10400	820.2957134	672885.0575	30	0.071475084	149.764822	11183.12762	11770.20572
Oct-72	310370	10011.93548	10200	9820	77.39161689	5989.462366	31	0.007729936	13.89994473	9984.691592	10039.17938
Nov-72	321230	10707.66667	12500	9910	861.4249756	742052.9885	30	0.080449364	157.2739636	10399.4097	11015.92364
Dec-72	1036500	33435.48387	76600	12200	15764.86702	248531032.3	31	0.471501088	2831.453703	27885.83461	38985.13313
Jan-73	1437900	46383.87097	64100	22300	11080.01495	122766731.2	31	0.238876461	1990.029431	42483.41328	50284.32865
Feb-73	1774000	63357.14286	92900	29000	17902.15027	320486984.1	28	0.282559305	3383.188395	56726.0936	69988.19211
Mar-73	1402100	45229.03226	62400	21500	11294.28155	127560795.7	31	0.249713093	2028.512849	41253.14707	49204.91744
Apr-73	2219200	73973.33333	140000	27300	30903.94388	955053747.1	30	0.417771411	5642.262392	62914.49904	85032.16762
May-73	1232600	39761.29032	71500	18400	14172.03061	200846451.6	31	0.356427835	2545.371838	34772.36152	44750.21913
Jun-73	1272300	42410	76600	26500	12014.94328	144358862.1	30	0.283304487	2193.618488	38110.50776	46709.49224
Jul-73	608700	19635.48387	25100	15400	2126.428678	4521698.925	31	0.108295201	381.917865	18886.92486	20384.04289
Aug-73	607400	19593.54839	26800	15800	2572.279856	6616623.656	31	0.131281981	461.9951004	18688.03799	20499.05878
Sep-73	450600	15020	17900	13700	1125.993814	1267862.069	30	0.074966299	205.5774038	14617.06829	15422.93171
Oct-73	401400	12948.3871	16500	11500	1313.994157	1726580.645	31	0.101479369	236.0003175	12485.82647	13410.94772
Nov-73	398000	13266.66667	23400	11700	3353.365097	11245057.47	30	0.252766213	612.2379023	12066.68038	14466.65296
Dec-73	551700	17796.77419	27200	14300	3445.720425	11872989.25	31	0.193614887	618.8696576	16583.78966	19009.75872
Jan-74	1225400	39529.03226	56300	22000	10336.12415	106835462.4	31	0.261481841	1856.422699	35890.44377	43167.62075
Feb-74	1576300	56296.42857	69500	44500	7083.495796	50175912.7	28	0.125824959	1338.654878	53672.66501	58920.19213
Mar-74	816500	26338.70968	44100	16900	6813.989405	46430451.61	31	0.258706273	1223.828625	23940.00557	28737.41378
Apr-74	1229100	40970	76300	16200	19295.54442	372318034.5	30	0.470967645	3522.868313	34065.17811	47874.82189
May-74	573800	18509.67742	22600	13400	2628.098785	6906903.226	31	0.141985121	472.0204761	17584.51729	19434.83755
Jun-74	496200	16540	24100	11900	2869.410609	8233517.241	30	0.173483108	523.8803057	15513.1946	17566.8054
Jul-74	397300	12816.12903	17700	11600	1432.968196	2053397.849	31	0.111809751	257.3686856	12311.68641	13320.57166
Aug-74	485700	15667.74194	20100	12300	2543.145965	6467591.398	31	0.162317325	456.7624991	14772.48744	16562.99643
Sep-74	475500	15850	26500	12100	4356.663545	18980517.24	30	0.274868362	795.4142996	14290.98797	17409.01203
Oct-74	357300	11525.80645	12200	10200	540.3503443	291978.4946	31	0.046881782	97.04978679	11335.58887	11716.02403
Nov-74	357600	11920	12900	11300	454.4037397	206482.7586	30	0.038121119	82.96239281	11757.39371	12082.60629
Dec-74	653000	21064.51613	38300	12300	7050.037749	49703032.26	31	0.334687856	1266.224159	18582.71678	23546.31548
Jan-75	1131400	36496.77419	68800	14600	13939.33245	194304989.2	31	0.381933274	2503.578015	31589.76128	41403.7871
Feb-75	1411200	50400	113000	21600	28230.80797	796978518.5	28	0.560135079	5335.121228	39943.16239	60856.83761
Mar-75	1832900	59125.80645	107000	22300	25908.35088	671242645.2	31	0.438190233	4653.277184	50005.38317	68246.22973
Apr-75	1854700	61823.33333	114000	28600	22036.9233	485625988.5	30	0.356449937	4023.37333	53937.52161	69709.14506
May-75	827300	26687.09677	33800	19700	4455.91307	19855161.29	31	0.16696882	800.3056128	25118.49777	28255.69578
Jun-75	775900	25863.33333	39800	16400	7544.05376	56912747.13	30	0.291689152	1377.349473	23163.72837	28562.9383
Jul-75	796300	25687.09677	47400	16000	7130.906531	50849827.96	31	0.277606558	1280.748621	23176.82948	28197.36407
Aug-75	903600	29148.3871	50100	14200	10628.66787	112968580.6	31	0.36464	1908.965103	25406.8155	32889.9587
Sep-75	543600	18120	27600	14600	3612.755181	13052000	30	0.199379425	659.5958358	16827.19216	19412.80784
Oct-75	862800	27832.25806	45400	14800	10394.33779	108042258.1	31	0.37346369	1866.878178	24173.17684	31491.33929
Nov-75	703100	23436.66667	32100	15300	5548.313402	30783781.61	30	0.236736456	1012.978802	21451.22821	25422.10512
Dec-75	659700	21280.64516	28500	14400	4183.174182	17498946.24	31	0.196571775	751.3202624	19808.05745	22753.23288
Jan-76	951700	30700	54700	18700	8020.34912	64326000	31	0.261249157	1440.497226	27876.62544	33523.37456
Feb-76	986900	34031.03448	61100	20200	11934.5867	142434359.6	29	0.350697147	2216.197113	29687.28814	38374.78082
Mar-76	1108100	35745.16129	55300	17900	14142.43823	200008559.1	31	0.395646228	2540.05689	30766.64979	40723.67279
Apr-76	823900	27463.33333	53900	15900	13260.14207	175831367.8	30	0.482830759	2420.959643	22718.25243	32208.41423
May-76	1069500	34500	58100	17500	12317.41315	151718666.7	31	0.357026468	2212.272709	30163.94549	38836.05451
Jun-76	878700	29290	49300	20100	8363.811621	69953344.83	30	0.285551779	1527.016097	26297.04845	32282.95155
Jul-76	659100	21261.29032	29500	14600	5712.423737	32631784.95	31	0.26867719	1025.981591	19250.36641	23272.21424
Aug-76	483400	15593.54839	18300	14000	1435.719444	2061290.323	31	0.092071375	257.8628244	15088.13725	16098.95952
Sep-76	425500	14183.33333	16800	13500	762.5200205	581436.7816	30	0.053761694	139.2164719	13910.46905	14456.19762
Oct-76	532300	17170.96774	24200	13300	3294.358162	10852795.7	31	0.19185629	591.6841927	16011.26672	18330.66876
Nov-76	543000	18100	48200	13400	7463.150855	55698620.69	30	0.412328777	1362.578691	15429.34577	20770.65423
Dec-76	1265100	40809.67742	58300	28600	7504.236796	56313569.89	31	0.183883757	1347.800716	38167.98802	43451.36682
Jan-77	1209500	39016.12903	61000	23200	11377.29015	129442731.2	31	0.291604791	2043.421634	35011.02263	43021.23543
Feb-77	636900	22746.42857	29000	17700	3438.290073	11821838.62	28	0.151157359	649.7757477	21472.86811	24019.98904
Mar-77	1550000	50000	64600	26900	11753.66609	138148666.7	31	0.235073322	2111.020749	45862.39933	54137.60067
Apr-77	1159900	38663.33333	65400	21600	14655.59757	214786540.2	30	0.379056752	2675.733795	33418.8951	43907.77157
May-77	506400	16335.48387	28100	13600	3861.307929	14909698.92	31	0.236375485	693.5113769	14976.20157	17694.76617
Jun-77	410600	13686.66667	15100	12600	563.0785658	317057.4713	30	0.041140665	102.8036107	13485.17159	13888.16174
Jul-77	351800	11348.3871	12900	10800	450.0895968	202580.6452	31	0.039661107	80.83847798	11189.94368	11506.83051
Aug-77	444600	14341.93548	24800	11000	3141.101101	9866516.129	31	0.219015147	564.158412	13236.185	15447.68597
Sep-77	383200	12773.33333	15800	11300	885.1001632	783402.2989	30	0.06929281	161.5964417	12456.60431	13090.06236
Oct-77	345700	11151.6129	12400	10500	530.3275515	281247.3118	31	0.04755613	95.24964005	10964.92361	11338.3022
